LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD;
$1-2 million,GLACIER SERVICES INC,3800 Ceterpoint dr,ANCHORAGE,AK,99503,541513,Corporation,Unanswered,Unanswered,Unanswered,,41,4/15/2020,KeyBank National Association,AK - 00;
"$1-2 million,""GLM ENERGY SERVICES, LLC"",420 B WILLOW ST,KENAI,AK,99611,333611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,64,4/6/2020,Bank of Pontiac,AK - 00";
"$1-2 million,""GUARDIAN SECURITY SYSTEMS, INC."",2600 Seward Hwy,ANCHORAGE,AK,99503,561612,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,196,4/12/2020,KeyBank National Association,AK - 00";
"$1-2 million,""HARRIS SAND & GRAVEL, INC."",260 AIRPORT ROAD,VALDEZ,AK,99686,425110,Corporation,Unanswered,Unanswered,Unanswered,,38,4/14/2020,First National Bank Alaska,AK - 00";
"$1-2 million,""HDL ENGINEERING CONSULTANTS, LLC"",3335 Arctic Boulevard Suite 100,ANCHORAGE,AK,99503,541330,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,65,4/5/2020,Northrim Bank,AK - 00";
$1-2 million,HEARTS AND HANDS OF CARE INC,7521 BRAYTON DR,ANCHORAGE,AK,99507,621610,Corporation,Black or African American,Female Owned,Non-Veteran,,270,5/6/2020,NuVision FCU,AK - 00;
$1-2 million,HICKEL INVESTMENT COMPANY,939 W 5th Avenue,ANCHORAGE,AK,99501,531110,Corporation,Unanswered,Unanswered,Unanswered,,233,4/15/2020,First National Bank Alaska,AK - 00;
$1-2 million,HUNA TOTEM CORPORATION,9301 Glacier Highway,JUNEAU,AK,99801,921150,Corporation,Unanswered,Unanswered,Unanswered,,240,4/8/2020,Northrim Bank,AK - 00;
$1-2 million,INTEGRITY LLC,802 Gambell St,ANCHORAGE,AK,99501,811121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,97,4/14/2020,First National Bank Alaska,AK - 00;
$1-2 million,KALININ AVIATION LLC,8907 Yandukin Dr,JUNEAU,AK,99801,481219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,136,4/11/2020,First National Bank Alaska,AK - 00;
"$1-2 million,KATMAI GOVERNMENT SERVICES,""11001 O'MALLEY CENTRE DRIVE, Suite 204"",ANCHORAGE,AK,99515,551114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,60,4/15/2020,Truist Bank d/b/a Branch Banking & Trust Co,AK - 00";
$1-2 million,KENDALL ALASKA LLC,6930 OLD SEWARD HWY,ANCHORAGE,AK,99518,441120,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,179,4/13/2020,Umpqua Bank,AK - 00;
$1-2 million,KENDALL AUTO LLC,1950 GAMBELL ST,ANCHORAGE,AK,99501,441110,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,143,4/13/2020,Umpqua Bank,AK - 00;
$1-2 million,KLEBS MECHANICAL INC,1107 E 72ND AVE,ANCHORAGE,AK,99515,236220,Corporation,Unanswered,Unanswered,Unanswered,,62,4/15/2020,First National Bank Alaska,AK - 00;
$1-2 million,KODIAK AREA NATIVE ASSOCIATION,3449 E Rezanof Dr,KODIAK,AK,99615,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,184,4/15/2020,First National Bank Alaska,AK - 00;
$1-2 million,MAGTEC ALASKA LLC,43385 KENAI SPUR HWY,KENAI,AK,99611,532490,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,67,4/4/2020,Bank Forward,AK - 00;
"$1-2 million,""MARITIME HELICOPTERS, INC"",3520 FAA RD,HOMER,AK,99603,481111,Corporation,Unanswered,Unanswered,Unanswered,,70,4/14/2020,Northrim Bank,AK - 00";
"$1-2 million,""MASS EXCAVATION, INC."",6591 A Street,ANCHORAGE,AK,99518,238910,Corporation,Unanswered,Unanswered,Unanswered,,30,4/14/2020,KeyBank National Association,AK - 00";
"$1-2 million,""MAT-SU HEALTH SERVICES, INC."",1363 W SPRUCE,WASILLA,AK,99654,621498,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,105,4/9/2020,First National Bank Alaska,AK - 00";
$1-2 million,MAT-SU SERVICES FOR CHILDREN & ADULTS INC,1225 W SPRUCE AVE,WASILLA,AK,99654,611710,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,107,4/15/2020,Northrim Bank,AK - 00;
$1-2 million,MCKENNA BROTHERS PAVING INC,6129 Petersburg Street,ANCHORAGE,AK,99507,237310,Corporation,Unanswered,Male Owned,Non-Veteran,,47,4/7/2020,Alaska USA FCU,AK - 00;
"$1-2 million,""MEDICAL PARK FAMILY CARE, INC"",2211 E NORTHERN LIGHTS BLVD,ANCHORAGE,AK,99508,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,86,4/8/2020,Alaska USA FCU,AK - 00";
"$1-2 million,""MIDNIGHT SUN TECHNOLOGIES, LLC"",""1225 E Intl Airport Rd, Ste 110"",ANCHORAGE,AK,99518,541350,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,112,4/13/2020,KeyBank National Association,AK - 00";
$1-2 million,NEESER CONSTRUCTION,2501 BLUEBERRY ROAD,ANCHORAGE,AK,99503,236115,Corporation,Unanswered,Unanswered,Unanswered,,89,4/27/2020,First National Bank Alaska,AK - 00;
"$1-2 million,""NORDIC-CALISTA SERVICES NO. 1, A JOINT VENTURE"",219 East International Airport Road,ANCHORAGE,AK,99518,213111,Partnership,Unanswered,Unanswered,Unanswered,,73,4/15/2020,KeyBank National Association,AK - 00";
"$1-2 million,""NORTH-WEND FOODS, INC"",2601 Blueberry Road,ANCHORAGE,AK,99503,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,311,4/6/2020,Alaska USA FCU,AK - 00";
$1-2 million,NORTHERN CONSTRUCTION & MAINTENANCE LLC,6250 SOUTH AIRPARK PLACE,ANCHORAGE,AK,99502,811310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,192,4/9/2020,First National Bank Alaska,AK - 00;
$1-2 million,NORTHERN HOSPITALITY GROUP,645 W 3RD AVE,ANCHORAGE,AK,99501,722511,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,232,4/4/2020,Northrim Bank,AK - 00;
"$1-2 million,""NORTHERN SOLUTIONS, LLC"",1270 E 64th Avenue,ANCHORAGE,AK,99509,333517,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,54,5/15/2020,First National Bank Alaska,AK - 00";
"$1-2 million,OLGOONIK ENTERPRISES LLC,3201 C STREET SUITE 700,ANCHORAGE,AK,99503,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/3/2020,""Wells Fargo Bank, National Association"",AK - 00";
"$1-2 million,PATHFINDER AVIATION LLC,1936 Merrill Field Drive,ANCHORAGE,AK,99501,481219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,4/9/2020,""TBK Bank, SSB"",AK - 00";
$1-2 million,PENINSULA COMMUNITY HEALTH SERVICES OF AK INC.,230 E MARYDALE AVE,SOLDOTNA,AK,99669,621498,Corporation,Unanswered,Unanswered,Unanswered,,96,4/16/2020,First National Bank Alaska,AK - 00;
$1-2 million,PETERSBURG MEDICAL CENTER,103 Fram Street,PETERSBURG,AK,99833,621111,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,130,4/13/2020,First Bank,AK - 00;
"$1-2 million,""PETROTECHNICAL RESOURCES OF ALASKA, LLC"",3601 C Street Suite 124,ANCHORAGE,AK,99503,541360,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23,4/27/2020,Alaska USA FCU,AK - 00";
$1-2 million,PRESBYTERIAN HOSPITALITY HOUSE INC,209 Forty Mile Ave,FAIRBANKS,AK,99701,623990,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,163,4/7/2020,Denali State Bank,AK - 00;
"$1-2 million,""PROVIDENCE ANCHORAGE ANESTHESIA MEDICAL GROUP, PC"",3300 Providence Drive,ANCHORAGE,AK,99508,621111,Corporation,Unanswered,Unanswered,Unanswered,,30,4/9/2020,First National Bank Alaska,AK - 00";
"$1-2 million,""PRUHS CONSTRUCTION CO., L.L.C."",2193 Viking Dr,ANCHORAGE,AK,99501,237310,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,10,4/12/2020,KeyBank National Association,AK - 00";
"$1-2 million,REACH INC,213 THIRD STREET,JUNEAU,AK,99801,623220,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,5/3/2020,""Wells Fargo Bank, National Association"",AK - 00";
"$1-2 million,""RIM ARCHITECTS, LLC"",645 G Street,ANCHORAGE,AK,99501,541310,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,67,4/14/2020,KeyBank National Association,AK - 00";
"$1-2 million,""RYAN AIR SERVICE, INC."",6400 Carl Brady Drive,ANCHORAGE,AK,99502,481211,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,133,4/28/2020,KeyBank National Association,AK - 00";
$1-2 million,SAGAYA CORPORATION,2524 Blueberry Road Ste 106,ANCHORAGE,AK,99503,445110,Corporation,Asian,Male Owned,Non-Veteran,,131,4/7/2020,Northrim Bank,AK - 00;
"$1-2 million,""SAMSON ELECTRIC, INC"",3125 N. Van Horn Rd,FAIRBANKS,AK,99701,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,88,4/14/2020,KeyBank National Association,AK - 00";
"$1-2 million,""SATEO, INC."",129 WEST 53RD AVE,ANCHORAGE,AK,99518,517410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,83,4/14/2020,Northrim Bank,AK - 00";
$1-2 million,SEEKINS FORD LINCOLN INC,1625 Seekins Ford Drive,FAIRBANKS,AK,99701,441110,Corporation,Unanswered,Unanswered,Unanswered,,97,4/10/2020,First National Bank Alaska,AK - 00;
$1-2 million,SEWARD ASSOCIATION FOR THE ADVANCEMENT OF MARINE SCIENCE,301 Railway Avenue,SEWARD,AK,99664,541712,Professional Association,Unanswered,Unanswered,Unanswered,,75,4/6/2020,Northrim Bank,AK - 00;
$1-2 million,SLAYDEN PLUMBING & HEATING INC..,1998 Richardson Hyw.,NORTH POLE,AK,99705,238220,Corporation,Unanswered,Male Owned,Unanswered,,68,4/4/2020,Mt. McKinley Bank,AK - 00;
$1-2 million,SOLSTENXP INC.,406 W Fireweed Ln,ANCHORAGE,AK,99503,213112,Corporation,Unanswered,Unanswered,Unanswered,,81,4/6/2020,Northrim Bank,AK - 00;
$1-2 million,SOUTH PENINSULA BEHAVIORAL HEALTH SERVICES INC,3948 Ben Walters Lane,HOMER,AK,99603,621111,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,89,4/14/2020,First National Bank Alaska,AK - 00;
"$1-2 million,""STG, INC."",5015 Business Park Blvd,ANCHORAGE,AK,99503,237110,Corporation,Unanswered,Unanswered,Unanswered,,93,4/13/2020,KeyBank National Association,AK - 00";
"$1-2 million,""THE ALASKA HOSPITALIST GROUP, LLC"",4300 B Street Suite 200,ANCHORAGE,AK,99503,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,75,4/13/2020,First National Bank Alaska,AK - 00";
$1-2 million,THE ARC OF ANCHORAGE,2211 Arca Dr.,ANCHORAGE,AK,99508,623210,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,229,4/15/2020,Northrim Bank,AK - 00;
$1-2 million,THE BREWS BROTHERS LLC,737 W 5TH AVE,ANCHORAGE,AK,99501,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,119,4/9/2020,First National Bank Alaska,AK - 00;
$1-2 million,THE KUSKOKWIM CORPORATION,4300 B ST STE 405,ANCHORAGE,AK,99503,337127,Corporation,Unanswered,Unanswered,Unanswered,,178,4/13/2020,Truist Bank d/b/a Branch Banking & Trust Co,AK - 00;
$1-2 million,THE SUPERIOR GROUP INC,2220 E 88TH AVENUE,ANCHORAGE,AK,99507,551114,Corporation,Unanswered,Unanswered,Unanswered,,85,4/15/2020,First National Bank Alaska,AK - 00;
$1-2 million,TLINGIT-HAIDA REGIONAL HOUSING AUTHORITY,5446 JENKINS DR,JUNEAU,AK,99801,531190,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,75,4/13/2020,First Bank,AK - 00;
"$1-2 million,""TRAILERCRAFT, INC."",222 West 92nd Avenue,ANCHORAGE,AK,99515,441310,Subchapter S Corporation,White,Male Owned,Non-Veteran,,68,4/27/2020,Alaska USA FCU,AK - 00";
"$1-2 million,""TUNISTA CONSTRUCTION, LLC"",5015 Business Park Blvd,ANCHORAGE,AK,99503,238910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,57,4/13/2020,KeyBank National Association,AK - 00";
"$1-2 million,""TYLER RENTAL, INC."",5216 Borch Street,KETCHIKAN,AK,99901,423390,Corporation,Unanswered,Unanswered,Unanswered,,97,4/27/2020,First Bank,AK - 00";
"$1-2 million,""VITUS ENERGY, LLC"",113 W Northern Lights Blvd Ste 200,ANCHORAGE,AK,99503,424710,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,165,4/6/2020,Byline Bank,AK - 00";
$1-2 million,WEAVER BROTHERS INC,2230 Spar Ave,ANCHORAGE,AK,99501,484110,Corporation,Unanswered,Unanswered,Unanswered,,102,4/15/2020,First National Bank Alaska,AK - 00;
"$1-2 million,""WILDFLOWER COURT, INC."",2000 SALMON CREEK LN,JUNEAU,AK,99801,623110,Corporation,Unanswered,Female Owned,Unanswered,,117,4/28/2020,Northrim Bank,AK - 00";
$1-2 million,WOLVERINE SUPPLY INC,5099 E Blue Lupine Dr,WASILLA,AK,99654,236220,Corporation,Unanswered,Unanswered,Unanswered,,32,4/6/2020,Northrim Bank,AK - 00;
$1-2 million,WORLD WIDE MOVERS INC,7120 HART STREET,ANCHORAGE,AK,99518,484121,Corporation,Unanswered,Unanswered,Unanswered,,172,4/8/2020,First National Bank Alaska,AK - 00;
"$1-2 million,""YUKON FIRE PROTECTION SERVICES, INC."",5601 Silverado Way,ANCHORAGE,AK,99518,238210,Corporation,Unanswered,Unanswered,Unanswered,,72,4/12/2020,First National Bank Alaska,AK - 00";
"$350,000-1 million,""5150 GLOBAL SOLUTIONS, LLC"",271 Park Ave,WASILLA,AK,99654,812990,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,18,4/16/2020,""Readycap Lending, LLC"",AK - 00";
"$350,000-1 million,""A & A ROOFING CO., INC."",925 ASPEN ST,FAIRBANKS,AK,99709,238160,Corporation,Unanswered,Unanswered,Unanswered,,34,4/3/2020,Northrim Bank,AK - 00";
"$350,000-1 million,A PERFECT FIT AK,300 WEST SWANSON #1,WASILLA,AK,99654,621330,Corporation,Unanswered,Unanswered,Unanswered,,0,5/4/2020,""Wells Fargo Bank, National Association"",AK - 00";
"$350,000-1 million,""A.T. PUBLISHING, INC."",1720 Abbott Road,ANCHORAGE,AK,99507,323111,Corporation,White,Female Owned,Non-Veteran,,38,4/15/2020,Northrim Bank,AK - 00";
"$350,000-1 million,""AA PAIN CLINIC, INC."",4100 LAKE OTIS PKWY ste 216,ANCHORAGE,AK,99508,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,47,4/6/2020,Northrim Bank,AK - 00";
"$350,000-1 million,""AAA FENCE, INC."",1701 E 82nd Avenue,ANCHORAGE,AK,99507,238990,Corporation,Unanswered,Male Owned,Non-Veteran,,23,4/16/2020,Northrim Bank,AK - 00";
$350,000-1 million,AAA MOVING AND STORAGE INC,717 E Ship Creek Ave,ANCHORAGE,AK,99501,488510,Corporation,Unanswered,Male Owned,Non-Veteran,,78,4/15/2020,KeyBank National Association,AK - 00;
$350,000-1 million,AARON PLUMBING AND HEATING COMPANY,2143 Standard Avenue,FAIRBANKS,AK,99701,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,23,4/14/2020,First National Bank Alaska,AK - 00;
"$350,000-1 million,""ABR, INC."",2842 GOLDSTREAM RD,FAIRBANKS,AK,99709,541620,Corporation,Unanswered,Unanswered,Unanswered,,29,4/3/2020,Northrim Bank,AK - 00";
"$350,000-1 million,""ACCEL FIRE SYSTEMS, INC."",4510 GAMBELL ST,ANCHORAGE,AK,99503,922160,Corporation,Unanswered,Unanswered,Unanswered,,28,4/7/2020,Northrim Bank,AK - 00";
"$350,000-1 million,""ADAMS, INC"",10100 E PUFFIN DRIVE,PALMER,AK,99645,238320,Corporation,Unanswered,Unanswered,Unanswered,,17,4/12/2020,First National Bank Alaska,AK - 00";
"$350,000-1 million,""ADAMS, MORGENTHALER & CO., INC."",""701 E. Tudor Road, Suite 250"",ANCHORAGE,AK,99503,541330,Corporation,Unanswered,Unanswered,Unanswered,,26,4/28/2020,Northrim Bank,AK - 00";
$350,000-1 million,ADMIRALTY CONSTRUCTION INCORPORATED,5710 Concrete Way,JUNEAU,AK,99801,237990,Corporation,Unanswered,Male Owned,Unanswered,,29,5/19/2020,First Bank,AK - 00;
"$350,000-1 million,""ADVANCED PHYSICAL THERAPY, INC."",""1917 ABBOTT RD, SUITE 200"",ANCHORAGE,AK,99507,621399,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,45,4/8/2020,Northrim Bank,AK - 00";
"$350,000-1 million,""AFFORDABLE USED CARS, INC."",2525 S. CUSHMAN ST.,FAIRBANKS,AK,99701,441110,Corporation,Unanswered,Unanswered,Unanswered,,38,4/4/2020,Mt. McKinley Bank,AK - 00";
"$350,000-1 million,""AGNEW BECK CONSULTING, INC."",645 G STREET SUITE 200,ANCHORAGE,AK,99501,541690,Corporation,Unanswered,Unanswered,Unanswered,,18,4/16/2020,First National Bank Alaska,AK - 00";
"$350,000-1 million,AHTNA GLOBAL LLC,110 W 38th Ave Ste 200J,ANCHORAGE,AK,99503,237990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,49,4/14/2020,""Bank of America, National Association"",AK - 00";
"$350,000-1 million,AHTNA LOGISTICS LLC,110 W 38th Ave,ANCHORAGE,AK,99503,493110,,Unanswered,Unanswered,Unanswered,,31,5/3/2020,""Bank of America, National Association"",AK - 00";
"$350,000-1 million,""AIR LAND TRANSPORT, INC"",11100 Calaska Cir,ANCHORAGE,AK,99515,484121,Corporation,Unanswered,Unanswered,Unanswered,,50,6/23/2020,First National Bank Alaska,AK - 00";
"$350,000-1 million,""AIRFRAMES ALASKA, LLC"",81 E COMMERCIAL DR,PALMER,AK,99645,531190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,70,4/29/2020,Matanuska Valley FCU,AK - 00";
"$350,000-1 million,""AIRLINE SUPPORT, INC."",3551 Postmark Dr,ANCHORAGE,AK,99502,488119,Corporation,Unanswered,Unanswered,Unanswered,,48,4/16/2020,KeyBank National Association,AK - 00";
$350,000-1 million,ALASKA ABATEMENT CORPORATION,520 W 58th Ave Ste J,ANCHORAGE,AK,99518,562112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,28,4/11/2020,Alaska USA FCU,AK - 00;
"$350,000-1 million,""ALASKA AGGREGATE PRODUCTS, LLC."",809 S CHUGACH STREET #2,PALMER,AK,99645,212321,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,4/13/2020,First National Bank Alaska,AK - 00";
"$350,000-1 million,""ALASKA ARTIC CATERING & SUPPORT SVCS, INC"",3230 C. St.,ANCHORAGE,AK,99503,722310,Corporation,Unanswered,Female Owned,Unanswered,,,4/9/2020,""Canyon Community Bank, National Association"",AK - 00";
$350,000-1 million,ALASKA CAREER COLLEGE INC,1415 E Tudor,ANCHORAGE,AK,99507,611310,Corporation,Unanswered,Unanswered,Unanswered,,49,4/14/2020,First National Bank Alaska,AK - 00;
"$350,000-1 million,""ALASKA CENTER FOR EAR NOSE AND THROAT, INC"",3841 Piper Street Ste T230,ANCHORAGE,AK,99508,621111,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,31,4/16/2020,First National Bank Alaska,AK - 00";
"$350,000-1 million,""ALASKA CENTER FOR PEDATRICS, LLC"",2925 DeBarr Rd Ste 230,ANCHORAGE,AK,99508,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,54,4/14/2020,First National Bank Alaska,AK - 00";
$350,000-1 million,ALASKA CHRISTIAN COLLEGE,35109 ROYAL PL,SOLDOTNA,AK,99669,611310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,46,4/4/2020,Northrim Bank,AK - 00;
$350,000-1 million,ALASKA EMERGENCY MEDICINE ASSOCIATES LLC,PMB 967 2440 E Tudor Road,ANCHORAGE,AK,99507,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,4/28/2020,First National Bank Alaska,AK - 00;
"$350,000-1 million,""ALASKA EXCURSIONS, INC."",2 Mile Klondike Highway PO box 440,SKAGWAY,AK,99840,487110,Corporation,Unanswered,Male Owned,Unanswered,,17,4/6/2020,Northrim Bank,AK - 00";
$350,000-1 million,ALASKA EXECUTIVE SEARCH INC,821 L STREET SUITE 201,ANCHORAGE,AK,99501,561330,Corporation,Unanswered,Unanswered,Unanswered,,89,4/9/2020,First National Bank Alaska,AK - 00;
"$350,000-1 million,""ALASKA EYE CARE CENTERS, A PROFESSIONAL CORPORATION"",1345 W 9TH AVE,ANCHORAGE,AK,99501,621320,Corporation,Unanswered,Unanswered,Unanswered,,42,4/7/2020,Northrim Bank,AK - 00";
"$350,000-1 million,""ALASKA FAMILY SERVICES, INC."",1825 S CHUGACH STREET,PALMER,AK,99645,624190,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,92,4/15/2020,First National Bank Alaska,AK - 00";
$350,000-1 million,ALASKA FUEL DISTRIBUTORS INC,1051 VAN HORN RD,FAIRBANKS,AK,99701,493190,Corporation,Unanswered,Male Owned,Unanswered,,35,4/13/2020,PlainsCapital Bank,AK - 00;
$350,000-1 million,ALASKA GARDEN & PET SUPPLY INC.,114 North Orca,ANCHORAGE,AK,99501,444220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,71,4/3/2020,Northrim Bank,AK - 00;
"$350,000-1 million,""ALASKA GLACIER SEAFOODS, INC."",13555 glacier highway,JUNEAU,AK,99801,311710,Subchapter S Corporation,White,Male Owned,Unanswered,,72,4/7/2020,Northrim Bank,AK - 00";
$350,000-1 million,ALASKA GLAZING INC.,12100 Industry Way,ANCHORAGE,AK,99515,238150,Subchapter S Corporation,White,Male Owned,Unanswered,,18,4/13/2020,KeyBank National Association,AK - 00;
"$350,000-1 million,""ALASKA INDEPENDENT COACH TOURS, LLC"",3900 Arctic Blvd. Suite 301,ANCHORAGE,AK,99503,561510,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,26,4/6/2020,First Sound Bank,AK - 00";
$350,000-1 million,ALASKA INDUSTRIAL INSULATION & FIREPROOFING INC.,2505 BARROW ST,ANCHORAGE,AK,99503,238290,Corporation,Unanswered,Unanswered,Unanswered,,18,4/15/2020,First National Bank Alaska,AK - 00;
"$350,000-1 million,""ALASKA INDUSTRIAL, LLC"",1543 RICHARDSON HWY,NORTH POLE,AK,99705,484121,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,25,4/4/2020,Northrim Bank,AK - 00";
$350,000-1 million,ALASKA LAND CLEARING CONTRACTORS,PO Box 190909,ANCHORAGE,AK,99519,238190,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,22,4/8/2020,Alaska USA FCU,AK - 00;
$350,000-1 million,ALASKA LINE BUILDERS LLC,PO Box 521405,BIG LAKE,AK,99652,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,4/8/2020,Alaska USA FCU,AK - 00;
"$350,000-1 million,""ALASKA MECHANICAL, INC"",8540 Dimond D Circle,ANCHORAGE,AK,99515,237990,Corporation,Unanswered,Unanswered,Unanswered,,14,4/12/2020,First National Bank Alaska,AK - 00";
$350,000-1 million,ALASKA NEUROLOGY CENTER LLC,1100 E Dimond Blvd,ANCHORAGE,AK,99515,621111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,50,4/7/2020,Alaska USA FCU,AK - 00;
"$350,000-1 million,""ALASKA ONCOLOGY AND HEMATOLOGY, LLC"",""2925 DeBarr Road, Suite 300"",ANCHORAGE,AK,99508,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,4/30/2020,Northrim Bank,AK - 00";
$350,000-1 million,ALASKA PEDIATRIC THERAPY,4600 Business Park Blvd Suite D 24,ANCHORAGE,AK,99503,621340,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23,4/5/2020,Northrim Bank,AK - 00;
"$350,000-1 million,""ALASKA PUBLIC MEDIA, INC"",3877 UNIVERSITY DRIVE,ANCHORAGE,AK,99508,515111,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,43,4/14/2020,First National Bank Alaska,AK - 00";
$350,000-1 million,ALASKA RADIOLOGY ASSOCIATES INC,741 SEASAME ST STE 201A,ANCHORAGE,AK,99503,621111,Corporation,Unanswered,Unanswered,Unanswered,,18,4/14/2020,First National Bank Alaska,AK - 00;
